operator,cell_eci,init_lat,init_lon,init_source,refined_lat,refined_lon,displacement_m,train_mae_db,nm_converged,hit_bound
1,26947072,52.49205461706331,13.304676129225175,wcl_fallback,52.492079604024326,13.309151824474894,303.03250478263436,21.477587764975937,True,False
1,28650241,52.4979,13.3073,ocid_exact,52.49733612112744,13.308330282329496,93.78532454987008,3.4689761328735345,True,False
1,26368258,52.499492918743016,13.312711125278948,wcl_fallback,52.499439872793744,13.31271473974364,5.903512783617315,2.8703974056396486,True,False
1,26947074,52.493,13.2978,ocid_exact,52.4923521594076,13.295441119269736,175.19705041959753,4.399896666887868,True,False
1,26356993,52.512,13.287,ocid_eci_notac,52.5138648165745,13.280890553936308,462.5203184024061,3.037044110763533,True,False
1,26359554,52.5051,13.3332,ocid_exact,52.50444476577589,13.335779164900234,189.16209851448275,3.061861514306677,True,False
1,26358785,52.50386335478464,13.34004952171732,wcl_fallback,52.504146402828766,13.341181899303107,82.8555181224815,3.7594201875380486,True,False
1,40782336,52.4894,13.3031,ocid_exact,52.48729202120279,13.302024618144772,245.4455100530035,5.099543406467449,True,False
1,29127682,52.5125,13.3166,ocid_exact,52.512586426263745,13.313835959171762,187.29452029301362,2.3302433974036383,True,False
1,26947073,52.48963983739394,13.298178654052997,wcl_fallback,52.48736842162044,13.299381367742342,265.3735495026959,1.947310092319766,True,False
1,26349058,52.5087,13.3645,ocid_exact,52.508151431146935,13.363755835204936,79.10291590297727,2.735421792030859,True,False
1,26358784,52.505,13.3416,ocid_exact,52.50572857286705,13.34094651899941,92.30088557741503,2.903810266694817,True,False
1,26365185,52.5116,13.3041,ocid_exact,52.511603754166316,13.296567169964053,509.7717726802151,3.763266291015625,True,False
1,33802242,52.5127,13.3344,ocid_exact,52.51265053362769,13.336267931566171,126.52565450408952,5.431445439778816,True,False
1,30829824,52.5146,13.3509,ocid_exact,52.514373000839846,13.348635887493762,155.2752525304507,3.4748736890836107,True,False
1,29127681,52.5123,13.3244,ocid_exact,52.51114554691294,13.32353462959259,141.09652696788993,3.15055949623728,True,False
1,26365186,52.5105,13.2933,ocid_exact,52.511522469770384,13.29537713714851,180.79199847542617,2.2922117078596584,True,False
1,40812800,52.5092,13.2831,ocid_eci_notac,52.50563649020042,13.286024887885045,442.94010639793953,4.257927029788814,True,False
1,28792066,52.493,13.3109,ocid_exact,52.489684670319804,13.310761636940379,368.7668451926817,4.712537688887202,True,False
1,26369024,52.509,13.3522,ocid_exact,52.51154860328677,13.350956798957595,295.6170337799851,2.050967714584553,True,False
1,26607105,52.5158,13.38,ocid_exact,52.51407912879256,13.377768499311099,243.7562786418196,3.7496138465576156,True,False
1,26353920,52.5134,13.2883,ocid_eci_notac,52.51029876402491,13.290460073595488,374.54500869591544,1.4945996683192926,True,False
1,26795520,52.5006,13.3315,ocid_exact,52.50058174268823,13.331017765524221,32.7056512660501,2.179083917179592,True,False
1,34210562,52.4983,13.2813,ocid_eci_notac,52.497777644168856,13.283220036298562,142.36311662625153,4.547395359830332,True,False
1,30827264,52.5162,13.3801,ocid_exact,52.51618731219936,13.376546165736153,240.47876474103353,3.4090226141826934,True,False
1,26367489,52.5142,13.3303,ocid_exact,52.51485198357569,13.328264407801424,155.6593873821333,4.7451075875447595,True,False
1,26367744,52.50028977193346,13.32764725041884,wcl_fallback,52.50041023739679,13.327783399478086,16.259304320245434,2.002572663626891,True,False
1,33802241,52.5142,13.3431,ocid_exact,52.51443639926026,13.34205418701384,75.49346273841468,2.727894143951303,True,False
1,34210561,52.4933,13.2864,ocid_eci_notac,52.49438439417739,13.286902188769934,125.28058788569084,3.645786005805422,True,False
1,29127680,52.5136,13.3229,ocid_exact,52.515848441234915,13.322909349190137,250.01605861256758,2.5003876575560033,True,False
2,2568970,52.49181211058464,13.304660509434717,wcl_fallback,52.49179377008766,13.305303778467136,43.59948155364571,3.1538855542756696,True,False
2,3428105,52.49279095337142,13.29290228234608,wcl_fallback,52.49331072060904,13.293013360133536,58.28267776185215,4.654932977056465,True,False
2,3499534,52.51154400790351,13.286516396611802,wcl_fallback,52.51221423071467,13.285825385665117,87.98171753387929,4.026280061332334,True,False
2,2824458,52.4989,13.3128,ocid_exact,52.49978720702028,13.31385235197173,121.68388578670563,5.970168853655485,True,False
2,2580501,52.5114,13.2996,ocid_exact,52.51117898747639,13.300979547977668,96.53964897183457,6.812601858841914,True,False
2,2819850,52.50352665561739,13.339641221472023,wcl_fallback,52.501460539914916,13.335213693517437,377.6160153178248,9.288868425925925,True,False
2,3499540,52.51,13.2853,ocid_exact,52.51212658017049,13.28513585498256,236.72570040466388,4.856628383007,True,False
2,2567188,52.515,13.3272,ocid_exact,52.513771878806025,13.325500398679143,178.5392135416711,4.604156929116543,True,False
2,3684372,52.5128,13.3218,ocid_exact,52.51279231235012,13.319984286905333,122.87496376150565,3.1405238714143673,True,False
2,3428106,52.49436326093544,13.28737316886267,wcl_fallback,52.49428309643626,13.287816868887614,31.333149785748546,5.139234780573741,True,False
2,2818312,52.50212378060986,13.279456603958586,wcl_fallback,52.50074972199435,13.28320901316899,296.40953164524507,3.977744408724251,True,False
2,4080392,52.5158,13.3707,ocid_exact,52.51578279102749,13.371107098965044,27.61349329459795,4.895771404417656,True,False
2,2824469,52.497,13.3144,ocid_exact,52.49945945581292,13.314383209407334,273.48137067829003,3.414418657679263,True,False
2,2568968,52.49538054904431,13.309444316452131,wcl_fallback,52.495496001891944,13.31083507819128,95.02326811157164,5.375379874206797,True,False
2,2948877,52.49790499284634,13.282451300859876,wcl_fallback,52.49767827708131,13.28258615959655,26.811723056073188,4.161558109487003,True,False
2,4051731,52.4987,13.3099,ocid_exact,52.49782658767481,13.30730418008813,200.77349166832084,5.5696553005217755,True,False
2,2940680,52.506,13.3347,ocid_exact,52.51049155587496,13.333519325878777,505.79002392342306,14.484564280174915,True,False
2,4051727,52.49685002004856,13.3056406192934,wcl_fallback,52.49702029433784,13.305809605561329,22.121230524002993,2.909095285373263,True,False
2,2828564,52.5119,13.3134,ocid_exact,52.512307266565415,13.310638884320573,192.26124686867203,1.9026000567121395,True,False
2,2819861,52.50347939166041,13.339612343262496,wcl_fallback,52.502131924897924,13.33518481530791,335.05350812140614,6.468493631578964,True,False
2,2832399,52.51490102472722,13.376673872326805,wcl_fallback,52.514863001632854,13.375650200014876,69.39904052017711,6.173911573865711,True,False
2,3428116,52.49275636987147,13.292919302980025,wcl_fallback,52.493113824344796,13.292063227935879,70.27779652553888,6.147707514658256,True,False
2,2826249,52.48825535809232,13.301302387366704,wcl_fallback,52.48790703508591,13.301279149781323,38.76369633271865,5.387320507997083,True,False
2,2819859,52.5055520670248,13.34132505254511,wcl_fallback,52.50285713349983,13.336897524590524,423.79658254387886,5.706872174776937,True,False
2,3538707,52.51372030321616,13.339540193144312,wcl_fallback,52.51370710049821,13.338976699413179,38.159908006843374,5.219289927841345,True,False
2,3301907,52.509905973915664,13.3589134345685,wcl_fallback,52.50990412790649,13.358833351593566,5.423575650070437,5.386408390935182,True,False
2,3301896,52.50991250749795,13.35880391575457,wcl_fallback,52.50993068959178,13.35821321662147,40.027190293125486,4.801067594573905,True,False
2,2824467,52.5,13.3196,ocid_exact,52.49996251919438,13.317412106506685,148.15978986400796,2.350164545934915,True,False
2,2828558,52.51184989323343,13.31120857786902,wcl_fallback,52.51213401484652,13.310634599025299,50.06861445077054,5.063926152937418,True,False
2,2837267,52.50432686119202,13.335711785216736,wcl_fallback,52.50518447456854,13.335220301302499,100.99779872105645,4.361528501968311,True,False
